-399.92,0,1422.3,21.08
-398.89,-0.01,1422.3,21.08
-397.85,0,1422.29,21.08
-396.82,0,1422.29,21.08
-395.79,0,1422.28,21.08
-394.76,0,1422.28,21.08
-393.73,0,1422.27,21.08
-392.7,0,1422.27,21.08
-391.67,0,1422.26,21.08
-390.64,0,1422.26,21.08
-389.61,0,1422.25,21.08
-388.58,0.01,1422.25,21.08
-387.55,0.01,1422.24,21.08
-386.52,0.01,1422.24,21.08
-385.49,0,1422.23,21.08
-384.46,0,1422.23,21.08
-383.42,0,1422.22,21.08
-382.39,0,1422.22,21.08
-381.36,0,1422.21,21.08
-380.33,0,1422.21,21.08
-379.3,0,1422.2,21.08
-378.27,-0.01,1422.2,21.08
-377.24,-0.01,1422.19,21.08
-376.21,0,1422.19,21.08
-375.18,0,1422.18,21.08
-374.15,0,1422.18,21.08
-373.12,0,1422.17,21.08
-372.09,0.01,1422.17,21.08
-371.06,0,1422.16,21.08
-370.03,0,1422.16,21.08
-368.99,-0.01,1422.15,21.08
-367.96,0,1422.15,21.08
-366.93,0,1422.14,21.08
-365.9,0,1422.14,21.08
-364.87,0,1422.14,21.08
-363.84,0,1422.13,21.08
-362.81,0,1422.13,21.08
-361.78,0.01,1422.12,21.08
-360.75,0.01,1422.12,21.08
-359.72,0.02,1422.11,21.08
-358.69,0.01,1422.11,21.08
-357.66,0.01,1422.1,21.08
-356.63,0.01,1422.1,21.08
-355.6,0,1422.09,21.08
-354.56,0,1422.09,21.08
-353.53,0,1422.08,21.08
-352.5,0,1422.08,21.08
-351.47,0,1422.07,21.08
-350.44,0,1422.07,21.08
-349.41,0,1422.06,21.08
-348.38,0,1422.06,21.08
-347.35,0,1422.05,21.08
-346.32,0.01,1422.05,21.08
-345.29,0.02,1422.04,21.08
-344.26,0.02,1422.04,21.08
-343.23,0.01,1422.03,21.08
-342.2,0.01,1422.03,21.08
-341.17,0.01,1422.02,21.08
-340.13,0.01,1422.02,21.08
-339.1,0,1422.01,21.08
-338.07,0,1422.01,21.08
-337.04,0,1422,21.08
-336.01,0,1422,21.08
-334.98,0,1421.99,21.08
-333.95,0,1421.99,21.08
-332.92,0,1421.98,21.08
-331.89,0,1421.98,21.08
-330.86,-0.01,1421.97,21.08
-329.83,-0.01,1421.97,21.08
-328.8,-0.01,1421.96,21.08
-327.77,0,1421.96,21.08
-326.74,0,1421.95,21.08
-325.7,0,1421.95,21.08
-324.67,0,1421.94,21.08
-323.64,0.01,1421.94,21.08
-322.61,0.01,1421.93,21.08
-321.58,0.01,1421.93,21.08
-320.55,0.01,1421.92,21.08
-319.52,0.01,1421.92,21.08
-318.49,0.01,1421.92,21.08
-317.46,0,1421.91,21.08
-316.43,0,1421.91,21.08
-315.4,0,1421.9,21.08
-314.37,0,1421.9,21.08
-313.34,0,1421.89,21.08
-312.31,-0.01,1421.89,21.08
-311.27,-0.01,1421.88,21.08
-310.24,-0.01,1421.88,21.08
-309.21,-0.01,1421.87,21.08
-308.18,0,1421.87,21.08
-307.15,0,1421.86,21.08
-306.12,-0.01,1421.86,21.08
-305.09,-0.01,1421.85,21.08
-304.06,-0.01,1421.85,21.08
-303.03,0,1421.84,21.08
-302,0.01,1421.84,21.08
-300.97,0.01,1421.83,21.08
-299.94,0,1421.83,21.09
-298.91,0,1421.82,21.09
-297.88,0,1421.82,21.09
-296.84,0,1421.81,21.09
-295.81,0,1421.81,21.09
-294.78,0,1421.8,21.09
-293.75,0.01,1421.8,21.09
-292.72,0,1421.79,21.09
-291.69,-0.01,1421.79,21.09
-290.66,-0.01,1421.78,21.09
-289.63,0,1421.78,21.09
